PC1,PC2,KMeans_Cluster,Hier_Cluster,DBSCAN_Cluster
-4.421123721633689,-1.6790961782549798,2,1,0
-4.023743784815353,-1.5202180980629882,2,1,0
-4.442790335211874,-0.09926653752152917,2,1,0
-4.4960824374370425,0.1556425687271171,2,1,0
-4.362715148568438,-0.7073014712163457,2,1,0
-4.298801294762923,-1.118234748681285,2,1,0
-4.301746090870288,-0.670667998664166,2,1,0
-4.386817435492024,-0.19809862142745469,2,1,0
-4.588090511871239,0.7610168881425641,2,1,0
-4.42494988316056,-1.1625370360203902,2,1,0
-4.66724491081328,0.8145809957815813,2,1,0
-4.185290097813339,-0.7482352826687049,2,1,0
-4.770176972034781,1.335172731560992,2,1,0
-4.697015951667273,0.0805240343530179,2,1,0
-4.217943779822829,-0.11116011446639464,2,1,0
-4.262652001993543,0.2760501374695181,2,1,0
-4.521219809537818,0.8369572559635678,2,1,0
-4.030851841144281,-1.1244538829001867,2,1,0
-4.514476871038642,0.5724232148376599,2,1,0
-4.500307228110468,0.5543357095092191,2,1,0
-4.480190743047459,0.29057468887840077,2,1,0
-4.467936490493932,0.21454761388912635,2,1,0
-4.650802502716195,1.097092314021122,2,1,0
-4.1621460637889225,-0.9267559580449916,2,1,0
-4.599705351258173,0.024441589032933385,2,1,0
-4.092344335822083,-0.7650704455582554,2,1,0
-4.498381338118433,-1.9141060131618304,2,1,0
-4.624607555656785,-1.1264005165199815,2,1,0
-4.222242233879816,-0.36562427301178724,2,1,0
-4.38997390013074,-1.529772608113083,2,1,0
-4.514770500199139,-0.7070758845485392,2,1,0
-4.444666100775933,-0.47855168540996973,2,1,0
-4.502397463564192,0.7345735317504464,2,1,0
-4.3782081859861295,0.6345486163830519,2,1,0
-4.127146110228936,-1.256069591116571,2,1,0
-4.127617524326469,-1.254041519450135,2,1,0
-4.569636948605995,0.5640599577279071,2,1,0
-4.461949756591013,-0.1543655491574125,2,1,0
-4.527842608720977,0.5023113984579681,2,1,0
-4.301953244629486,0.02344693637461106,2,1,0
-4.353318302553843,-0.03829199760599559,2,1,0
-4.544821301376068,0.32223172064242994,2,1,0
-4.409275352595571,-0.00847249519174353,2,1,0
-4.5743059271859865,0.03946467084600553,2,1,0
-4.241710724474825,-0.11925491228863422,2,1,0
-4.662985819781109,0.008922986080158818,2,1,0
-4.288733821804066,-1.1769392170365225,2,1,0
-4.321338581727705,0.5165121999792641,2,1,0
-4.447230875048894,0.5952175704407563,2,1,0
-4.209359913292179,-1.5041167119521737,2,1,0
-4.320597953967556,0.11394097478982673,2,1,0
-4.210843790685275,-1.485728256745481,2,1,0
-4.532744251834641,1.1718889792753964,2,1,0
-4.34046181947109,-0.28216635602038315,2,1,0
-4.528396792051969,-0.6586456823229812,2,1,0
-4.340783429856527,0.07277768568387581,2,1,0
-4.429708216152277,0.07954214478571085,2,1,0
-4.675255825362775,0.1866769625439839,2,1,0
-4.253559575790927,-0.21348157592457082,2,1,0
-4.236206036055133,-0.32873661075870475,2,1,0
-4.22205703104393,-0.40051672363151963,2,1,0
-4.636242838936139,-0.4469951537350869,2,1,0
-4.332399447129334,-0.0743330979310518,2,1,0
-4.413215943925864,-2.047256595451165,2,1,0
-4.631542149821995,1.0214122688870313,2,1,0
-4.436409476121815,0.3517279882843443,2,1,0
-4.56402335379109,0.9137789513312325,2,1,0
-3.9455421652028275,-1.9242829477039036,2,1,0
-4.462336098219498,-0.7470108072384838,2,1,0
-4.258227890883084,-2.2346470584864586,2,1,0
-4.326568389787216,0.3164602747843303,2,1,0
-4.2311501988168025,0.09553730783262761,2,1,0
-4.437070844446809,1.0019735361201396,2,1,0
-4.753701469858094,0.8488349988595923,2,1,0
-4.783565369059993,0.6993051472356768,2,1,0
-4.361248895128557,0.5274724184372466,2,1,0
-4.433304417207365,0.5561259649938346,2,1,0
-4.484082863449701,0.6532649752267202,2,1,0
-4.433653012616069,0.5578578812827689,2,1,0
-4.4916976966275515,0.576054386735277,2,1,0
-4.4868641895490535,0.6142286096367372,2,1,0
-4.366592877853646,0.47658190240653064,2,1,0
-4.30544393384285,-1.2777450302133544,2,1,0
-4.624044206282253,0.6927083335089443,2,1,0
-4.471250941432126,0.4456127064773695,2,1,0
-3.9856695258745067,-0.4715346241043456,2,1,0
-4.071003623938111,-0.9575067017918235,2,1,0
-4.407481089422098,0.038635377438725964,2,1,0
-4.422447422269298,0.9794462621314621,2,1,0
-4.4492224374948535,0.4452799983513276,2,1,0
-4.176746069982035,0.4479054716180493,2,1,0
-4.451879815566994,0.38318374772290764,2,1,0
-4.541803368633851,0.16862224283891797,2,1,0
-4.591281285104658,0.6329712859205094,2,1,0
-4.387774715089025,0.1494362006607124,2,1,0
-3.958283121119931,-0.7833843203103045,2,1,0
-4.588450543350256,0.8437837694972853,2,1,0
-4.497725122107884,0.2871168599369699,2,1,0
-4.414820765549446,0.20396831061328463,2,1,0
-4.355883217198845,0.015062518171509139,2,1,0
-4.541225475731166,0.6936388835579941,2,1,0
-4.011130686410506,-1.0536586839704087,2,1,0
-4.692329687566118,0.2715829919383444,2,1,0
-4.473704419814619,0.28377980593836805,2,1,0
-4.039728129102802,-0.27818404795536245,2,1,0
-4.554934266695443,0.6723936137513727,2,1,0
-4.456391163348874,0.4966555846916049,2,1,0
-4.641849672816184,-0.9126429690504292,2,1,0
-4.2873236042347385,-0.24352148520597997,2,1,0
-4.19144605091821,-1.5442818704795878,2,1,0
-4.60988713766839,-0.9428970550304691,2,1,0
-4.365876613082696,0.11888188041741121,2,1,0
-4.329696220822798,0.2063072875358106,2,1,0
-4.39513553545818,0.7730732105000563,2,1,0
-4.259515942001851,-0.7396756687794007,2,1,0
-4.368926498612637,0.9291992031346997,2,1,0
-4.490342731016352,1.0753237074482003,2,1,0
-4.325811264038372,-0.8404951591143399,2,1,0
-4.600844637157646,0.5428149887550703,2,1,0
-4.335347985526074,0.4342485797025355,2,1,0
-4.299751133900971,0.23399055541306515,2,1,0
-4.296502118224946,-1.1539985486964321,2,1,0
-4.175018718553622,-1.2892691681243573,2,1,0
-4.291393268188371,-0.05140879118603681,2,1,0
-4.192000194968445,-0.5346308999493155,2,1,0
-4.559725787076247,-0.06794277443385914,2,1,0
-4.525898260029433,0.26081296623991673,2,1,0
-4.316550575803715,-0.08180593113673913,2,1,0
-4.520285657060069,0.1522232719272902,2,1,0
-4.386018200223734,-0.002661059594011614,2,1,0
-4.54786324247518,0.18167805411979965,2,1,0
-4.519883853969863,0.15076705985502162,2,1,0
-4.579649716239955,0.036908096603027074,2,1,0
-4.362759980113742,-0.1143436753005862,2,1,0
-4.315400451217004,-0.08648294174277668,2,1,0
-4.4003469391493155,0.10919344458583131,2,1,0
-4.53129363482607,0.2615203710260016,2,1,0
-4.543411104061822,0.09064308745232448,2,1,0
-4.4400373717827275,-0.03616438582263265,2,1,0
-4.415405461570166,0.1065704805991148,2,1,0
-4.360539236066744,0.18887148291308747,2,1,0
-4.2978007528219555,-0.13313611885094748,2,1,0
-4.367255930661924,0.14967674855063992,2,1,0
-4.503769237544987,-0.18432636873330713,2,1,0
-4.318313398588968,-0.07479926759879546,2,1,0
-4.422991997186184,0.13599739206056474,2,1,0
-4.654650094424859,-0.8018365620386436,2,1,0
-4.469518876433591,-1.1321871794155698,2,1,0
-4.043061241541556,-1.2749168668585422,2,1,0
-4.249041095242542,-0.39767386500662816,2,1,0
-4.47602747678463,0.7869982320859019,2,1,0
-4.543697915166261,0.14469846836867176,2,1,0
-4.315941825152438,-0.12048247509119725,2,1,0
-4.476953248953001,0.7204432842393876,2,1,0
-4.311353310284356,-0.10355122743292729,2,1,0
-4.052450785303917,-0.4363270413543905,2,1,0
-4.048202909243003,-0.9125023331016551,2,1,0
-4.394805808033663,0.7593789103609305,2,1,0
-4.525022988599857,1.2063944582169877,2,1,0
-4.655501694386916,0.5847092385465011,2,1,0
-4.391771177267804,0.3337595647359347,2,1,0
-4.372467176730945,0.1610065451881067,2,1,0
-4.493108199047778,0.023254442588014734,2,1,0
-4.399971619803093,0.4979444472855679,2,1,0
-4.432105410016809,0.060380114075228225,2,1,0
-4.5747261257783425,1.2505652073781663,2,1,0
-4.169944405625556,-0.6306611206155048,2,1,0
-4.398084813890392,0.13798403378117016,2,1,0
-4.5470572976340335,-0.4536614443907865,2,1,0
-4.537394648053185,-1.0131160297984785,2,1,0
-4.4995960877787455,0.5778460476573243,2,1,0
-4.537486872059471,0.6212085938979125,2,1,0
-4.696264431845861,0.8038243510043901,2,1,0
-4.4467939110813886,0.3740470198622074,2,1,0
-4.7512429301572645,-0.08141203177894936,2,1,0
-4.464400002689434,0.27996608876653756,2,1,0
-4.4234900407475175,-0.16849613297824395,2,1,0
-4.637682903143722,0.7378959548570154,2,1,0
-4.338202090420788,0.029234700714967587,2,1,0
-4.451582138122527,0.6908626372787797,2,1,0
-3.9844199941208363,-0.7787495345535843,2,1,0
-4.467589502623637,0.7770546365601229,2,1,0
-4.2859506753383805,-0.7764739692918905,2,1,0
-4.527837611130954,0.6419569235988088,2,1,0
-4.723517446698415,1.3884305207981489,2,1,0
-4.5689843294033015,-1.147617340329909,2,1,0
-4.031729007606723,-0.7682191873291234,2,1,0
-4.607940136405565,0.6978342990798829,2,1,0
-4.112716328735468,-0.9603667354916483,2,1,0
-4.408075766724898,0.48309774831185415,2,1,0
-4.011451451627024,-1.170454473840022,2,1,0
-4.331108048067226,0.26352005516583393,2,1,0
-4.4264019220332145,-0.6997118100178272,2,1,0
-4.251844221468418,0.330541892396452,2,1,0
-4.479575831033501,0.32302446792755435,2,1,0
-4.664195465173002,1.0210526000884363,2,1,0
-4.35558980346125,-0.06047642364463653,2,1,0
-4.498204052807788,-0.4846578033103034,2,1,0
-4.480754844434109,0.45998319568120727,2,1,0
-4.801277773584159,0.2516128032354308,2,1,0
-3.9807288653983743,0.04490874767039798,2,1,0
-4.58055037238519,-1.499132124916981,2,1,0
-4.223051042079607,-0.3764108039544616,2,1,0
-4.347304692879502,0.4859331239368946,2,1,0
-4.2468384688554925,-0.34487687618208945,2,1,0
-4.597086873194072,0.9643026590341213,2,1,0
-4.661996609275014,0.7456005574367103,2,1,0
-4.131227412758435,-1.114725125447335,2,1,0
-4.460009765439715,0.4923158219991475,2,1,0
-4.316440000247913,0.3729143568955346,2,1,0
-4.491372174409185,-0.3212544153617516,2,1,0
-4.390067820329417,0.7547822551784776,2,1,0
-4.463658238235877,-0.08748264867723073,2,1,0
-4.321999122708503,-0.8426476732625854,2,1,0
-4.474770348475037,-1.7588255874629772,2,1,0
-4.649054636104181,0.8689026950191021,2,1,0
-4.417376915900957,-0.6997886431207891,2,1,0
-4.584108275818952,-0.4442356116819999,2,1,0
-4.411178675496151,-0.1183647423275812,2,1,0
-4.445109898191006,0.3282483305106452,2,1,0
-4.459981573277862,0.4806335166966951,2,1,0
-4.318270054495262,0.08350851843036994,2,1,0
-4.349056632339779,-0.36062243220486684,2,1,0
-4.4170262187303,0.1977503033899807,2,1,0
-4.383258229582327,-0.3411282033800065,2,1,0
-4.187613178479193,-0.9608520482362051,2,1,0
-4.5241147914591755,-0.03068864396439009,2,1,0
-4.1045917853584015,-0.36072796692204634,2,1,0
-4.375486833261449,0.5572218291449068,2,1,0
-4.465216770695912,0.820846995423019,2,1,0
-4.506494425199799,0.17486223700996767,2,1,0
-4.294793890198964,-0.3939934223434983,2,1,0
-4.391434142756248,-1.0686304607177888,2,1,0
-4.487997280911573,-0.038042561011133104,2,1,0
-4.442053453854638,-1.8972394772578745,2,1,0
-4.4002749859326675,-0.17131620927178193,2,1,0
-4.586485026379388,0.9235702041849905,2,1,0
-4.40259970842722,0.8414773262874121,2,1,0
-3.968651136731592,-1.14744072275595,2,1,0
-4.424169167668057,-0.005891567872197704,2,1,0
-4.541943725698091,1.0178045939644518,2,1,0
-4.57600711243368,0.20311521970795118,2,1,0
-4.332415029727829,0.47386280895677774,2,1,0
-4.441857013596546,-1.8984523171829464,2,1,0
-4.441248275290025,-0.29009737592910073,2,1,0
-4.482713344985206,0.3848664734835662,2,1,0
-4.3394105650576895,0.08652588175455042,2,1,0
-4.273459146586857,-1.1718492902454485,2,1,0
-4.357522114558807,0.17281922287780094,2,1,0
-4.383499845556494,-0.05958792196667402,2,1,0
-4.484948750667157,0.9128420112226246,2,1,0
-4.475817553704931,0.9496353921204419,2,1,0
-4.521109889778272,1.001140747411386,2,1,0
-4.403582004143467,1.0968170475601664,2,1,0
-4.515401945502076,0.5022808000137841,2,1,0
-4.343509450625513,0.7905536148143671,2,1,0
-3.9548466099105437,-1.9217389028766956,2,1,0
-4.289173303306578,0.4238985554202757,2,1,0
-4.503046587213829,0.09299155102890903,2,1,0
-3.8370573696351045,-0.8864677667468249,2,1,0
-4.382266172303332,-0.7880446943035361,2,1,0
-4.387368022284766,-0.15677391889845393,2,1,0
-4.4062935290437055,0.41771091014101575,2,1,0
-4.544473598840637,-0.7562471491803027,2,1,0
-4.468581000276777,0.9373466012542508,2,1,0
-4.499750219526697,1.0223995219529312,2,1,0
-4.37479294607067,0.22173743569101828,2,1,0
-4.509264413936247,0.9956040242327071,2,1,0
-4.51046574050523,1.0008844870466262,2,1,0
-4.180366074540437,-1.4004491281521108,2,1,0
-4.315218293900287,-0.393345555418043,2,1,0
-4.460327351740626,0.4168328339666956,2,1,0
-4.610207897375194,0.35093351494930264,2,1,0
-4.391882508822559,-0.0934234997613492,2,1,0
-4.383645080306275,0.8875453467572786,2,1,0
-4.472443426456171,-0.05988230915344237,2,1,0
-4.313028270003246,-0.17351883462596654,2,1,0
-4.089062553518544,-0.43058443669088614,2,1,0
-4.40600531188259,0.05683181639488832,2,1,0
-4.0575887817280325,-0.9870808385961651,2,1,0
-4.404031827694492,-0.35444471880622597,2,1,0
-4.540363893882631,0.13645627098000931,2,1,0
-4.208258046439399,-0.6327519659440589,2,1,0
-4.446480810092881,0.6906943983288478,2,1,0
-4.499263601702422,-0.3024488077186279,2,1,0
-4.532490926341103,0.32041950588233753,2,1,0
-4.14605300100578,-1.3348870598433766,2,1,0
-4.537389189041163,0.5803260639382738,2,1,0
-4.235719030966793,-0.4894005540207603,2,1,0
-4.5837514065073615,0.7409690766362774,2,1,0
-4.532717416944956,0.6813277836121557,2,1,0
-4.611982937781846,0.7856747569937571,2,1,0
-4.427251133930684,-0.04948934546003782,2,1,0
-4.469642413841488,0.09778058625210416,2,1,0
-4.250079042959278,-0.15673636240693659,2,1,0
-3.9833418591143674,-1.3835715662843293,2,1,0
-4.646047940369442,0.6101637274591537,2,1,0
-4.478460936808006,-1.9904775489028415,2,1,0
-3.8899172984771377,-0.8155708398199684,2,1,0
-4.467268473443541,-0.04036836351098928,2,1,0
-4.0259641729477975,-1.0286931433272604,2,1,0
-4.551124426994574,0.8434603824500605,2,1,0
-4.6291085062117014,0.9333741522901075,2,1,0
-4.564394303166791,0.25097561897252524,2,1,0
-4.0765280009318685,-0.07309624623507606,2,1,0
-4.502765859950312,0.7901580175965207,2,1,0
-4.471181395977868,0.7542420215815567,2,1,0
-4.224736588377652,-0.31870467130278324,2,1,0
-4.5516489589170455,0.03900865601551418,2,1,0
-4.5018660652566975,0.7862458866309013,2,1,0
-4.448850547594672,0.3145726576122533,2,1,0
-4.289904439065471,0.637357580975935,2,1,0
-4.193418668807818,-0.18980884284179403,2,1,0
-4.310341816330755,0.1638612990767955,2,1,0
-4.408747538416047,0.11774721737083257,2,1,0
-4.667505316205257,0.7738718445865632,2,1,0
-4.270571774188417,-0.2467127337627659,2,1,0
-4.286453628667944,-0.4372348682933545,2,1,0
-4.257786031124331,-1.2167456686371594,2,1,0
-4.2608741761275315,-0.2893770807779947,2,1,0
-4.237504002514075,-1.048406439333578,2,1,0
-4.152576782085253,-1.2787041761332272,2,1,0
-4.496456204754064,0.6960260526418816,2,1,0
-4.468217964545087,0.5218704475667045,2,1,0
-4.481870947759955,0.6697396551999913,2,1,0
-4.463775746500198,1.1956247595115639,2,1,0
-4.437558267515779,1.1155652543521624,2,1,0
-4.110113095880716,-0.9202943116090911,2,1,0
-4.400038334794474,0.4034095307746167,2,1,0
-4.470693442778948,0.3796349168916615,2,1,0
-4.4346237491163745,0.034155864028906226,2,1,0
-4.4631085168302675,-1.1371469841312047,2,1,0
-4.425514178082527,0.03580403292661717,2,1,0
-4.263089118228606,-0.8174948902099467,2,1,0
-4.563244463330816,0.2760271207765018,2,1,0
-4.460178020289595,0.41499471176931835,2,1,0
-4.619659780094356,1.0450048988192358,2,1,0
-4.402990908979775,0.7734626258123086,2,1,0
-4.489433745073652,0.9949122410824388,2,1,0
-4.340435602141281,1.0448656497511197,2,1,0
-4.500605259368929,0.16001386075217394,2,1,0
-4.364409933333591,-0.9454436867165389,2,1,0
-3.935761128820637,-1.1448327391038384,2,1,0
-4.339409879836586,0.10104216631439941,2,1,0
-4.481047925762464,0.2249616544470447,2,1,0
-4.476425059841109,0.49267888049875314,2,1,0
-4.2719717389877685,-0.20415593313466873,2,1,0
-4.371980609244112,0.6483189641583901,2,1,0
-4.334468256586116,0.3290432439383699,2,1,0
-4.3083522075617475,-0.4676770520796306,2,1,0
-4.228287099143702,-0.3451537686161525,2,1,0
-4.1518797489220285,-0.16976853185105317,2,1,0
-4.444369997440111,0.13903582456528196,2,1,0
-4.0804128768711525,-0.6668747567391383,2,1,0
-4.339199628258959,0.9047489745447197,2,1,0
-4.414930697319978,-0.639578090678518,2,1,0
-4.587032774820313,0.7413012887409001,2,1,0
-4.14749451935314,0.12711430644570892,2,1,0
-4.714400707929671,-0.22344656715096956,2,1,0
-4.423304426122504,0.3532153975937768,2,1,0
-4.281244973050213,-0.35949658795457845,2,1,0
-4.3221937734775,0.20042881478730415,2,1,0
-4.58346163786011,0.40496346034990244,2,1,0
-4.511081258566299,0.18201190061202963,2,1,0
-4.302496175812745,-0.05217931538629767,2,1,0
-4.352601350447578,0.010704155014383347,2,1,0
-4.603498208251531,-0.7133208287009082,2,1,0
-4.5456798075368,0.02811954884882392,2,1,0
-4.2673448603928685,0.007129549015440103,2,1,0
-4.369641392093279,-0.17103796811354824,2,1,0
-4.28554945661436,-0.26980459650337724,2,1,0
-4.30568328919746,-0.03214072039852451,2,1,0
-4.37494769627267,0.4672746125337727,2,1,0
-4.660134418302725,-1.0085702434820107,2,1,0
-4.4959373315799365,-0.2614186141522021,2,1,0
-4.470518952836975,0.4912838981535088,2,1,0
-4.353272833645068,0.3762807970966951,2,1,0
-4.537032034633622,0.5895045160012282,2,1,0
-4.17076364277152,-1.1973822775114888,2,1,0
-4.388637468728578,-0.1838671199327267,2,1,0
-4.641504249966474,-0.0004673381889703282,2,1,0
-4.5296056522754045,0.94027612324319,2,1,0
-4.685368819687906,1.5138359835902984,2,1,0
-4.350167684843765,0.4879476153007865,2,1,0
-4.51962858988885,0.4387229596152918,2,1,0
-4.198132936599971,-0.7488549458527304,2,1,0
-4.408400753872808,0.2679833448091972,2,1,0
-4.6489914016073675,1.4805982694409603,2,1,0
-4.293772096543257,0.0500541516743109,2,1,0
-4.45295117820656,-1.9169814032175345,2,1,0
-4.351276054323497,0.08682400037795653,2,1,0
-4.154692220505583,-0.8869722404247428,2,1,0
-4.44808934001296,0.6092225673143956,2,1,0
-4.510197351194971,0.5621198990455277,2,1,0
-4.595472617081054,0.6609042886007214,2,1,0
-4.265703059343358,-0.1371514062960189,2,1,0
-4.567779158847788,0.5962574114339481,2,1,0
-4.211482742571337,-0.19940091547365818,2,1,0
-3.209479973364259,0.804210691936086,2,3,0
-4.373182607261308,-0.09734239303726426,2,1,0
-4.272363377283515,-1.367442314041782,2,1,0
-4.167567997858927,-1.0074158492794119,2,1,0
-4.364714722589854,0.47141632935566946,2,1,0
-4.296450169731251,0.2833258501086651,2,1,0
-4.41667966449445,0.5320017366445386,2,1,0
-4.310655270187555,0.5635677601055404,2,1,0
-4.528270798646717,-0.36875879476699575,2,1,0
-4.247714524252843,0.5542207846338655,2,1,0
-4.338536913083001,0.3012814292522127,2,1,0
-4.412014563479977,-1.2421781576871276,2,1,0
-4.448694666003402,0.6849422556125372,2,1,0
-4.33955871467901,-0.5932686073507037,2,1,0
-4.458846343492151,-0.10371535356570664,2,1,0
-4.401799416957083,0.10708991390016857,2,1,0
-4.605380873945928,0.7134357532931749,2,1,0
-4.261941371373418,-1.102922605997039,2,1,0
-4.574207486625146,0.004073496830284651,2,1,0
-4.528627189424286,0.6194763731559204,2,1,0
-4.2250074123401795,-0.944274938370774,2,1,0
-4.437433580548384,0.20549886349586613,2,1,0
-4.351932810310315,0.19254633127294343,2,1,0
-4.370251410349633,0.15866740277104582,2,1,0
-4.35262204145307,0.4431979673817604,2,1,0
-4.137566335421504,-1.3346122611145275,2,1,0
-4.2593779279551605,0.42925432328706636,2,1,0
-4.25342011043029,-1.2191008173401319,2,1,0
-4.329971798190417,0.2346664534388617,2,1,0
-4.385693948126323,-0.2026043769634322,2,1,0
-4.402142368870958,0.6153622751575981,2,1,0
-4.400285738811501,-0.9727779553510418,2,1,0
-4.348721906682928,0.30424898958443325,2,1,0
-4.334794009365217,0.6814698715303079,2,1,0
-4.164126643190486,-0.9897481041180309,2,1,0
-4.094538107868834,-1.0696219067778523,2,1,0
-4.522658502534704,0.5402809531530351,2,1,0
-4.3166987105409795,0.42359889474303336,2,1,0
-4.166073649761547,-0.5341581378052288,2,1,0
-4.396871096479678,0.7837477913522805,2,1,0
-4.521024899617429,0.7582738127094234,2,1,0
-4.5522796494873035,-0.6164102851107381,2,1,0
-4.1032543073514285,-0.026408138735657755,2,1,0
-4.199728528899658,-0.386052378215949,2,1,0
-4.0704988888973315,-1.083512508164735,2,1,0
-4.319962855221681,0.15351071647968864,2,1,0
-4.072795757139991,-1.0099516081148436,2,1,0
-4.347433193810972,0.8575023578698732,2,1,0
-3.7793944439773215,-1.90335306315135,2,1,0
-4.456414406974138,-0.4260681135341342,2,1,0
-4.421098205366306,0.27068783926839,2,1,0
-4.23471293784468,-0.22700325301248725,2,1,0
-4.531909886917253,1.2332447465399765,2,1,0
-4.433875931439769,0.4906429258980988,2,1,0
-4.372458595288971,0.06351092345045949,2,1,0
-4.261677765188095,-0.28093045412778334,2,1,0
-4.281091404174571,-1.3963463289014288,2,1,0
-4.289900942483713,0.1221205473616585,2,1,0
-4.128957887945304,-1.5461798817260985,2,1,0
-4.54984352240596,0.8027174413321022,2,1,0
-4.427574359806016,0.04292492766568441,2,1,0
-4.260899848810905,-0.64780828993052,2,1,0
-4.678130249153421,-0.21773210368098508,2,1,0
-4.0177949186763735,-1.4016326056013504,2,1,0
-4.331226165052337,-0.057742495710771356,2,1,0
-4.123298915231182,-1.1125709002460868,2,1,0
-4.126636068265629,-0.11401639801993017,2,1,0
-4.56349654776859,-0.4002525032978406,2,1,0
-4.342921896623684,-0.28956845478567556,2,1,0
-4.48154502214858,1.2114921828446938,2,1,0
-4.28958079023566,-0.6057924317503629,2,1,0
-4.445568245874355,0.3649773858642104,2,1,0
-4.494782966084062,-0.10307610584511628,2,1,0
-4.401427515047618,-0.21850437779038,2,1,0
-4.331448121791734,0.5614729025398157,2,1,0
-4.425772681739483,-1.829540403069084,2,1,0
-2.821177007293044,8.232627991280715,1,2,1
-4.511012470357279,-0.8059254529058174,2,1,0
-4.484259416997616,0.271121334763827,2,1,0
